generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.1641543§1.8112979§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 11, 10]))§673§0.074646905
2§2.022999§1.8108022§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 11, 10, 4]))§843§0.07735973
8§1.8829169§1.8047411§Chromosome(steinerPoints=[(0.741049, 0.500533)], includedObstacleCornersIndices=set([3, 11, 10]))§1852§0.09068784
12§1.8624499§1.8021674§Chromosome(steinerPoints=[(0.741049, 0.500533)], includedObstacleCornersIndices=set([3, 11, 4]))§2532§0.10087932
15§1.8616307§1.8012602§Chromosome(steinerPoints=[(0.741049, 0.500533), (0.80919474, 0.82250214)], includedObstacleCornersIndices=set([3, 11, 4]))§3049§0.10942069
19§1.8640579§1.7993975§Chromosome(steinerPoints=[(0.741049, 0.500533), (0.87518096, 0.6713013)], includedObstacleCornersIndices=set([3, 11]))§3732§0.12189186
21§1.8583773§1.7989018§Chromosome(steinerPoints=[(0.741049, 0.500533), (0.87518096, 0.6713013)], includedObstacleCornersIndices=set([4, 3, 11]))§4077§0.12897739
27§1.8515832§1.7973399§Chromosome(steinerPoints=[(0.741049, 0.500533), (0.7600797, 0.49956775), (0.87518096, 0.6713013)], includedObstacleCornersIndices=set([3]))§5115§0.15266767
28§1.8497349§1.7968338§Chromosome(steinerPoints=[(0.741049, 0.500533), (0.87518096, 0.6713013), (0.7614385, 0.4992947)], includedObstacleCornersIndices=set([4, 3]))§5286§0.15686877
30§1.8526914§1.796413§Chromosome(steinerPoints=[(0.7614385, 0.4992947), (0.87518096, 0.6713013), (0.81818897, 0.8318765), (0.58698785, 0.45865452)], includedObstacleCornersIndices=set([3]))§5623§0.16634297
58§1.8535987§1.796078§Chromosome(steinerPoints=[(0.87518096, 0.6713013), (0.7614385, 0.4992947), (0.81818897, 0.8318765), (0.58698785, 0.45865452), (0.40766332, 0.3958702)], includedObstacleCornersIndices=set([3]))§10505§0.30090412
102§1.8427467§1.7957606§Chromosome(steinerPoints=[(0.40766332, 0.3958702), (0.87518096, 0.6713013), (0.7614385, 0.4992947), (0.81818897, 0.8318765), (0.5300734, 0.44079664)], includedObstacleCornersIndices=set([3]))§18433§0.58209175
288§1.827418§1.7954538§Chromosome(steinerPoints=[(0.81818897, 0.8318765), (0.7614385, 0.4992947), (0.87518096, 0.6713013), (0.34381774, 0.37810457), (0.55819196, 0.47090563)], includedObstacleCornersIndices=set([3]))§55535§1.8581786
379§1.8281054§1.7948508§Chromosome(steinerPoints=[(0.34381774, 0.37810457), (0.55819196, 0.47090563), (0.81818897, 0.8318765), (0.7614385, 0.4992947), (0.8906764, 0.6587442)], includedObstacleCornersIndices=set([3]))§75772§2.4666543
485§1.822085§1.7944386§Chromosome(steinerPoints=[(0.8906764, 0.6587442), (0.7614385, 0.4992947), (0.34381774, 0.37810457), (0.43901026, 0.42883253)], includedObstacleCornersIndices=set([3]))§100348§3.1402106
650§1.819432§1.7940531§Chromosome(steinerPoints=[(0.7614385, 0.4992947), (0.8906764, 0.6587442), (0.34381774, 0.37810457), (0.4531477, 0.43487355)], includedObstacleCornersIndices=set([3]))§138797§4.1103168
693§1.8204637§1.7936594§Chromosome(steinerPoints=[(0.34381774, 0.37810457), (0.8906764, 0.6587442), (0.7614385, 0.4992947), (0.5109386, 0.44943926)], includedObstacleCornersIndices=set([3]))§148772§4.3540344
750§1.814245§1.7934625§Chromosome(steinerPoints=[(0.34381774, 0.37810457), (0.47333786, 0.438773), (0.8906764, 0.6587442), (0.7614385, 0.4992947), (0.5109386, 0.44943926)], includedObstacleCornersIndices=set([3]))§161970§4.6786857
844§1.8157665§1.7929871§Chromosome(steinerPoints=[(0.8906764, 0.6587442), (0.34381774, 0.37810457), (0.5109386, 0.44943926), (0.47333786, 0.438773), (0.7722808, 0.4859883)], includedObstacleCornersIndices=set([3]))§183693§5.292525
1345§1.8109037§1.7929871§Chromosome(steinerPoints=[(0.34381774, 0.37810457), (0.47333786, 0.438773), (0.5109386, 0.44943926), (0.7722808, 0.4859883), (0.8906764, 0.6587442)], includedObstacleCornersIndices=set([3]))§300269§8.103802
